Id,Label,Interval
507,Kotonoha no Niwa,8.03
508,Maoujou de Oyasumi,8.03
509,Mobile Suit Gundam The 08th MS Team,8.03
510,Aria the OVA Arietta,8.02
511,Durararax2 Shou,8.02
512,Golden Boy,8.02
513,Kimi ni Todoke,8.01
514,Kobayashi-san Chi no Maid Dragon,8.02
515,Koukaku Kidoutai Stand Alone Complex 2nd GIG - Individual Eleven,8.02
516,Major Movie Yuujou no Winning Shot,8.02
517,Mobile Suit Gundam Iron-Blooded Orphans,8.02
518,Omae Umasou da na,8.02
519,Persona 3 the Movie 4 Winter of Rebirth,8.02
520,SK,8.02
521,Touch,8.02
522,Working,8.02
523,Osomatsu-san,8.01
524,Phantom Requiem for the Phantom,8.0
525,Tennis no Ouji-sama Zenkoku Taikai-hen - Final,8.01
526,xxxHOLiC,8.01
527,Aria the Origination Sono Choppiri Himitsu no Basho ni,8.01
528,Durararax2 Ten,8.01
529,Hanada Shounen-shi,8.01
530,Kakushigoto TV,8.01
531,Kimi ni Todoke 2nd Season,8.01
532,Koukaku Kidoutai 20,8.01
533,Akagami no Shirayuki-hime 2nd Season,8.0
534,Hibike Euphonium,8.0
535,Kanon 2006,8.0
536,Kokoro Connect Michi Random,8.0
537,Log Horizon,8.0
538,Noragami,8.0
539,One Piece Film Strong World Episode 0,8.0
540,Tate no Yuusha no Nariagari,8.0
541,Wu Shan Wu Xing,8.0
542,Youjo Senki,8.0
543,Yuuki Yuuna wa Yuusha de Aru Washio Sumi no Shou 3 - Yakusoku,8.01
544,Nurarihyon no Mago Sennen Makyou,7.99
545,Rurouni Kenshin Meiji Kenkaku Romantan - Seisou-hen,7.99
546,Saint Seiya The Lost Canvas - Meiou Shinwa,7.99
547,Tamako Love Story,7.99
548,Yowamushi Pedal,7.99
549,Yuukoku no Moriarty,7.99
550,Zetsuen no Tempest,7.98
551,Clannad Mou Hitotsu no Sekai Tomoyo-hen,7.99
552,Dragon Ball,7.99
553,Haibane Renmei,7.99
554,Hanamonogatari,7.99
555,Hokuto no Ken,7.98
556,Hyouge Mono,7.99
557,Mahou Shoujo Lyrical Nanoha As,7.99
558,Azumanga Daioh,7.97
559,Fate kaleid liner PrismaIllya Movie Sekka no Chikai,7.98
560,Hikaru no Go Hokuto Hai e no Michi,7.98
561,Kamisama Hajimemashita OVA,7.98
562,Kindaichi Shounen no Jikenbo,7.97
563,Kobato,7.98
564,Kurenai no Buta,7.98
565,Mawaru Penguindrum,7.98
566,Nekomonogatari Kuro,7.97
567,Tekkon Kinkreet,7.98
568,Usagi Drop Specials,7.98
569,Quanzhi Gaoshou,7.97
570,Trigun Badlands Rumble,7.97
571,Code Geass Fukkatsu no Lelouch,7.96
572,Ginga Eiyuu Densetsu Die Neue These - Seiran 1,7.97
573,Kimi to Boku 2,7.97
574,Macross F Movie 2 Sayonara no Tsubasa,7.97
575,Macross Do You Remember Love,7.97
576,Darker than Black Kuro no Keiyakusha Gaiden,7.96
577,Final Fantasy VII Advent Children Complete,7.96
578,Full Metal Panic The Second Raid,7.96
579,Full Moon wo Sagashite,7.96
580,Girls Panzer Saishuushou Part 1,7.96
581,Gochuumon wa Usagi Desu ka Bloom,7.96
582,IDOLiSH7 Vibrato,7.96
583,Kuuchuu Buranko,7.96
584,Sekaiichi Hatsukoi 2,7.95
585,Wotaku ni Koi wa Muzukashii,7.96
586,xxxHOLiC Movie Manatsu no Yoru no Yume,7.96
587,Non Non Biyori,7.95
588,Ore Monogatari,7.95
589,Overlord,7.95
590,Sekaiichi Hatsukoi OVA,7.94
591,SKET Dance Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,7.95
592,Tennis no Ouji-sama Zenkoku Taikai-hen,7.94
593,Tonikaku Kawaii,7.95
594,Yakitate Japan,7.95
595,Yuru Yuri SanHai,7.95
596,Carole Tuesday,7.94
597,ef A Tale of Memories,7.94
598,Eyeshield 21,7.95
599,Fate Grand Order Zettai Majuu Sensen Babylonia,7.95
600,Haikyuu Movie 2 Shousha to Haisha,7.95
601,Hanasaku Iroha,7.95
602,Higurashi no Naku Koro ni,7.94
603,Kokoro ga Sakebitagatterunda,7.95
604,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai Movie,7.94
605,Aria the Avvenire,7.94
606,Detective Conan OVA 09 The Stranger in 10 Years,7.94
607,Drifters,7.94
608,Gekkan Shoujo Nozaki-kun,7.94
609,Ginga Eiyuu Densetsu Waga Yuku wa Hoshi no Taikai,7.94
610,Ginga Sengoku Gunyuuden Rai,7.94
611,Haikyuu Movie 1 Owari to Hajimari,7.94
612,Hidamari Sketch x Honeycomb,7.94
613,Kaleido Star,7.94
614,Kami nomi zo Shiru Sekai II,7.94
615,Karigurashi no Arrietty,7.93
616,Love Live The School Idol Movie,7.94
617,One Piece Film Gold,7.94
618,Ookiku Furikabutte,7.94
619,Overlord III,7.94
620,Saiunkoku Monogatari,7.94
621,Sekaiichi Hatsukoi Movie Yokozawa Takafumi no Baai,7.94
622,Takarajima,7.94
623,Tennis no Ouji-sama Zenkoku Taikai-hen - Semifinal,7.94
624,Tiger Bunny,7.94
625,Touhai Densetsu Akagi Yami ni Maiorita Tensai,7.94
626,Ushio to Tora TV 2nd Season,7.94
627,Wan Sheng Jie,7.94
628,Yuri on Ice Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.95
629,Plastic Memories,7.93
630,Sakigake Cromartie Koukou,7.93
631,School Rumble,7.93
632,Shirokuma Cafe,7.93
633,City Hunter,7.93
634,Code Geass Hangyaku no Lelouch I - Koudou,7.93
635,Death Billiards,7.93
636,Doraemon Movie 31 Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,7.92
637,Free Eternal Summer - Kindan no All Hard,7.93
638,Ie Naki Ko Remy,7.93
639,Jigoku Shoujo Futakomori,7.93
640,Jormungand Perfect Order,7.93
641,Lupin III 2015,7.93
642,Macross,7.93
643,Mobile Suit Gundam Thunderbolt,7.93
644,Aggressive Retsuko ONA 3rd Season,7.91
645,Berserk Ougon Jidai-hen II - Doldrey Kouryaku,7.92
646,Bishoujo Senshi Sailor Moon Sailor Stars,7.92
647,Ergo Proxy,7.92
648,Hidamari Sketch x ,7.92
649,Mobile Suit Gundam Thunderbolt December Sky,7.92
650,Mobile Suit Zeta Gundam,7.92
651,One Piece 3D2Y Ace no shi wo Koete Luffy Nakama Tono Chikai,7.92
652,Shijou Saikyou no Deshi Kenichi OVA,7.92
653,Terra e TV,7.92
654,There She Is,7.92
655,Yagate Kimi ni Naru,7.92
656,Yuri on Ice,7.91
657,Zoku Sayonara Zetsubou Sensei,7.92
658,Naruto,7.91
659,Noragami Aragoto OVA,7.9
660,One Piece Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,7.9
661,Beelzebub,7.9
662,Cike Wu Liuqi,7.91
663,Date A Live II Kurumi Star Festival,7.91
664,Grisaia no Meikyuu Caprice no Mayu 0,7.91
665,Macross F,7.91
666,Magi Sinbad no Bouken TV,7.9
667,Megalo Box,7.91
668,Durarara Specials,7.9
669,Id Invaded,7.9
670,Kidou Keisatsu Patlabor 2 the Movie,7.9
671,Little Witch Academia TV,7.89
672,Lupin III vs Detective Conan The Movie,7.9
673,Mahou Shoujo Lyrical Nanoha The Movie 1st,7.9
674,Mobile Suit Gundam 0080 War in the Pocket,7.91
675,Ookami to Koushinryou II Ookami to Kohakuiro no Yuuutsu,7.9
676,Sayonara Zetsubou Sensei,7.9
677,Seitokai Yakuindomo OVA,7.9
678,Tanaka-kun wa Itsumo Kedaruge,7.89
679,Tennis no Ouji-sama,7.9
680,Tentai Senshi Sunred 2nd Season,7.9
681,Zan Sayonara Zetsubou Sensei,7.9
682,Top wo Nerae Gunbuster,7.89
683,Vampire Hunter D 2000,7.89
684,Carnival Phantasm,7.89
685,Detective Conan Movie 02 The Fourteenth Target,7.89
686,Gake no Ue no Ponyo,7.89
687,Hanasaku Iroha Home Sweet Home,7.89
688,Initial D Third Stage,7.89
689,Kara no Kyoukai 4 Garan no Dou,7.89
690,Aoki Hagane no Arpeggio Ars Nova Cadenza,7.88
691,Hoozuki no Reitetsu 2nd Season,7.88
692,Kaleido Star Legend of Phoenix - Layla Hamilton Monogatari,7.88
693,Kyoukai no Kanata Movie Ill Be Here - Kako-hen - Yakusoku no Kizuna,7.88
694,Seto no Hanayome OVA,7.88
695,Soul Eater,7.87
696,SpaceDandy,7.88
697,Uchouten Kazoku,7.88
698,Wan Sheng Jie 2,7.88
699,Psycho-Pass 3 First Inspector,7.87
700,Seihou Bukyou Outlaw Star,7.87
701,Seitokai Yakuindomo Movie,7.87
702,Suzumiya Haruhi no Yuuutsu,7.87
703,Working,7.86
704,Yuru Yuri Nachuyachumi,7.87
705,Flanders no Inu Movie,7.87
706,High Score Girl,7.87
707,HighSpeed Free Starting Days,7.87
708,Hoozuki no Reitetsu OVA,7.87
709,Kekkai Sensen Beyond,7.87
710,Kono Oto Tomare,7.87
711,Kuroko no Basket Tip Off,7.86
712,Magic Kaito 1412,7.87
713,Musekinin Kanchou Tylor,7.87
714,Nanatsu no Taizai,7.87
715,Akachan to Boku,7.85
716,Break Blade 4 Sanka no Chi,7.86
717,Danshi Koukousei no Nichijou Specials,7.86
718,Detective Conan Movie 01 The Timed Skyscraper,7.86
719,Douluo Dalu,7.86
720,Eikoku Koi Monogatari Emma Molders-hen,7.86
721,Grisaia no Rakuen,7.85
722,Gungrave,7.86
723,Igano Kabamaru,7.86
724,Kono Subarashii Sekai ni Shukufuku wo Kono Subarashii Choker ni Shukufuku wo,7.86
725,Les Misrables Shoujo Cosette,7.86
726,Mahoujin Guruguru 2017,7.86
727,Planetarian Hoshi no Hito,7.86
728,Tasogare Otome x Amnesia,7.86
729,Wotaku ni Koi wa Muzukashii OVA,7.85
730,Yume-iro Ptissire,7.86
731,Osomatsu-san Movie,7.86
732,Sekaiichi Hatsukoi Valentine-hen,7.85
733,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e TV,7.84
734,Yuru Yuri,7.85
735,Baby Steps,7.85
736,Bishoujo Senshi Sailor Moon S,7.85
737,Goku Sayonara Zetsubou Sensei,7.85
738,InuYasha,7.85
739,Lupin the IIIrd Chikemuri no Ishikawa Goemon,7.85
740,Maria-sama ga Miteru 3rd,7.85
741,Michiko to Hatchin,7.85
742,91 Days,7.84
743,Break Blade 5 Shisen no Hate,7.84
744,Bungou Stray Dogs Dead Apple,7.85
745,Clannad After Story - Mou Hitotsu no Sekai Kyou-hen,7.84
746,Coquelicot-zaka kara,7.84
747,Gakuen Babysitters,7.85
748,Hidamari Sketch x 365,7.84
749,Hoozuki no Reitetsu 2nd Season Sono Ni,7.84
750,Isekai no Seikishi Monogatari,7.83
751,Jormungand,7.84
752,Jungle wa Itsumo Hare nochi Guu,7.84
753,Junjou Romantica 2,7.84
754,K-On,7.84
755,K-On Keikaku,7.84
756,Kara no Kyoukai 2 Satsujin Kousatsu Zen,7.84
757,Little Witch Academia,7.84
758,Magi Sinbad no Bouken,7.84
759,SaintOniisan Movie,7.84
760,Nodame Cantabile Finale - Mine to Kiyora no Saikai,7.83
761,Non Non Biyori Repeat Hotaru ga Tanoshinda,7.83
762,Owarimonogatari 2nd Season Recaps,7.84
763,Paradise Kiss,7.83
764,Saiyuuki Gaiden,7.83
765,Seikai no Senki II,7.83
766,Shingeki no Kyojin OVA,7.84
767,Slayers Try,7.83
768,Urusei Yatsura Movie 2 Beautiful Dreamer,7.83
769,Capeta,7.83
770,Chuan Shu Zijiu Zhinan,7.84
771,Detective Conan Movie 07 Crossroad in the Ancient Capital,7.83
772,Devilman Crybaby,7.83
773,Giant Robo the Animation Chikyuu ga Seishi Suru Hi,7.83
774,Golden Kamuy,7.83
775,Hidamari Sketch x Specials,7.83
776,Jungle wa Itsumo Hare nochi Guu Deluxe,7.83
777,K-On Live House,7.83
778,Lupin the IIIrd Jigen Daisuke no Bohyou,7.83
779,City Hunter 3,7.82
780,Colorful Movie,7.82
781,Densetsu Kyojin Ideon Hatsudou-hen,7.83
782,Detective Conan Movie 08 Time Travel of the Silver Sky,7.82
783,Detective Conan Movie 23 The Fist of Blue Sapphire,7.82
784,Emiya-san Chi no Kyou no Gohan,7.81
785,Gochuumon wa Usagi Desu ka,7.82
786,Hataraku Maou-sama,7.82
787,Higashi no Eden,7.82
788,Innocence,7.82
789,Kokoro Connect,7.82
790,Kubikiri Cycle Aoiro Savant to Zaregototsukai,7.82
791,Last Exile,7.82
792,LuckyStar Original na Visual to Animation,7.82
793,Macross F Movie 1 Itsuwari no Utahime,7.82
794,Nanatsu no Taizai Imashime no Fukkatsu,7.81
795,New Initial D Movie Legend 3 - Mugen,7.82
796,Saraiya Goyou,7.82
797,Somali to Mori no Kamisama,7.82
798,Wolfs Rain,7.82
799,Yuusha-Ou GaoGaiGar,7.82
800,Saiyuuki Reload Burial,7.81
801,Shiki Specials,7.81
802,Tentai Senshi Sunred,7.8
803,Yuuki Yuuna wa Yuusha de Aru Washio Sumi no Shou 2 - Tamashii,7.81
804,Break Blade 3 Kyoujin no Ato,7.81
805,Code Geass Hangyaku no Lelouch R2 Special Edition - Zero Requiem,7.81
806,Detective Conan Movie 09 Strategy Above the Depths,7.81
807,Detective Conan Movie 12 Full Score of Fear,7.81
808,Ginga Tetsudou 999,7.81
809,Maria-sama ga Miteru 4th,7.81
810,Mobile Suit Gundam Wing Endless Waltz Movie,7.81
811,Bleach,7.8
812,Bungou Stray Dogs Wan,7.82
813,Cardcaptor Sakura Clear Card-hen Prologue - Sakura to Futatsu no Kuma,7.8
814,Detective Conan Movie 22 Zero the Enforcer,7.81
815,Ghost Hunt,7.8
816,Hadashi no Gen,7.8
817,Haikyuu Riku vs Kuu,7.8
818,Hoozuki no Reitetsu,7.8
819,Kyou kara Maou 3rd Series,7.8
820,Love Live School Idol Project 2nd Season,7.8
821,Magic Kaito,7.8
822,Mind Game,7.8
823,Tamayura Sotsugyou Shashin Part 3 - Akogare,7.8
824,The Everlasting Guilty Crown,7.8
825,Tiger Bunny Movie 2 The Rising,7.8
826,Tokyo Ghoul,7.8
827,Toshokan Sensou Kakumei no Tsubasa,7.8
828,Zan Sayonara Zetsubou Sensei Bangaichi,7.8
829,Neko no Ongaeshi,7.79
830,New Initial D Movie Legend 2 - Tousou,7.79
831,Oniisama e,7.8
832,Saenai Heroine no Sodatekata ,7.79
833,Seitokai Yakuindomo OVA,7.79
834,Yuru Yuri Nachuyachumi ,7.79
835,Aggressive Retsuko ONA 2nd Season,7.79
836,Bungou Stray Dogs,7.79
837,Digimon Adventure,7.78
838,Heartcatch Precure,7.79
839,Hidamari Sketch x SP,7.79
840,Ie Naki Ko,7.79
841,InuYasha Movie 3 Tenka Hadou no Ken,7.79
842,Jibaku Shounen Hanako-kun,7.79
843,Junjou Romantica OVA,7.79
844,Lupin III vs Detective Conan,7.79
845,Lupin III Part II,7.8
846,Lupin III The First,7.79
847,Akagami no Shirayuki-hime,7.78
848,BanG Dream GarupaPico,7.78
849,City Hunter 91,7.78
850,Detective Conan OVA 10 Kid in Trap Island,7.78
851,Gochuumon wa Usagi Desu ka Dear My Sister,7.78
852,Golden Time,7.78
853,Gundam Build Fighters,7.78
854,Jin-Rou,7.79
855,Jinrui wa Suitai Shimashita,7.78
856,Kino no Tabi The Beautiful World - Nanika wo Suru Tame ni - Life Goes On,7.78
857,Kobayashi-san Chi no Maid Dragon Valentine Soshite Onsen - Amari Kitai Shinaide Kudasai,7.77
858,Kyousou Giga TV,7.78
859,Little Witch Academia Mahoujikake no Parade,7.78
860,Lupin the Third Mine Fujiko to Iu Onna,7.78
861,Mobile Suit Gundam,7.78
862,Mobile Suit Gundam SEED,7.78
863,Shaman King,7.78
864,Shiki,7.78
865,The Disappearance of Conan Edogawa The Worst Two Days in History,7.78
866,New Initial D Movie Legend 1 - Kakusei,7.77
867,Overlord II,7.77
868,Saint Seiya,7.77
869,Sekaiichi Hatsukoi,7.77
870,Shingeki no Kyojin Season 2 Movie Kakusei no Houkou,7.77
871,Sidonia no Kishi Daikyuu Wakusei Seneki,7.77
872,Tegamibachi Reverse,7.77
873,Uchuu Senkan Yamato 2199 Hoshimeguru Hakobune,7.77
874,Claymore,7.77
875,Digimon Adventure Bokura no War Game,7.77
876,Gate Jieitai Kanochi nite Kaku Tatakaeri 2nd Season,7.77
877,Gekkan Shoujo Nozaki-kun Specials,7.77
878,Genshiken 2,7.77
879,Hibike Euphonium Movie 3 Chikai no Finale,7.76
880,IDOLiSH7,7.77
881,Karakai Jouzu no Takagi-san,7.76
882,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.77
883,Kyoukai no Kanata,7.77
884,Mobile Suit Gundam III Encounters in Space,7.77
885,Charlotte,7.76
886,Chuunibyou demo Koi ga Shitai,7.76
887,Enen no Shouboutai Ni no Shou,7.76
888,Final Fantasy VII Advent Children,7.76
889,Haikyuu OVA,7.76
890,Hakuouki Movie 2 Shikon Soukyuu,7.76
891,Koukaku Kidoutai Stand Alone Complex - Solid State Society 3D,7.76
892,LuckyStar,7.76
893,Mobile Suit Gundam Wing Endless Waltz,7.76
894,Noragami OVA,7.76
895,Pokemon The Origin,7.76
896,Ranma ,7.76
897,Saint Seiya Meiou Hades Meikai-hen,7.76
898,Shingeki no Kyojin Movie 2 Jiyuu no Tsubasa,7.76
899,Shingeki no Kyojin Lost Girls,7.76
900,Shokugeki no Souma Shin no Sara,7.76
901,Slayers,7.75
902,Tamayura Sotsugyou Shashin Part 2 - Hibiki,7.76
903,Tantei Gakuen Q,7.76
904,Texhnolyze,7.76
905,Ueki no Housoku,7.76
906,Ushiro no Shoumen Daare,7.76
907,Yamato Nadeshiko Shichihenge,7.75
908,Zhen Hun Jie,7.76
909,New Game,7.75
910,Ranma OVA,7.75
911,Rurouni Kenshin DVD-BOX Special Ending,7.75
912,School Rumble Ichi Gakki Hoshuu,7.75
913,Shirobako Movie,7.75
914,The Last Naruto the Movie,7.75
915,Udon no Kuni no Kiniro Kemari,7.75
916,Arakawa Under the Bridge x Bridge,7.75
917,Baka to Test to Shoukanjuu Ni,7.75
918,Berserk Ougon Jidai-hen I - Haou no Tamago,7.75
919,Chis Sweet Home Atarashii Ouchi,7.75
920,DGray-man Hallow,7.74
921,Doukyonin wa Hiza Tokidoki Atama no Ue,7.75
922,Hanasakeru Seishounen,7.75
923,Hibike Euphonium Movie 2 Todoketai Melody,7.74
924,Junjou Romantica 3,7.75
925,Master Keaton OVA,7.75
926,Aoi Bungaku Series,7.74
927,Black Jack,7.74
928,Break Blade 2 Ketsubetsu no Michi,7.74
929,Free Take Your Marks,7.74
930,Gate Jieitai Kanochi nite Kaku Tatakaeri,7.74
931,Gochuumon wa Usagi Desu ka Sing for You,7.74
932,Hidamari Sketch x 365 Specials,7.74
933,InuYasha Kuroi Tessaiga,7.74
934,Kuroshitsuji,7.74
935,Little Busters EX,7.74
936,Psycho-Pass Movie,7.74
937,Psycho-Pass Sinners of the System Case3 - Onshuu no Kanata ni,7.74
938,Seto no Hanayome,7.74
939,Snow Halation,7.74
940,Tetsuwan Birdy Decode 02,7.74
941,Watashi no Ashinaga Ojisan,7.74
942,Nejimaki Seirei Senki Tenkyou no Alderamin,7.73
943,One Piece Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,7.72
944,One Punch Man Road to Hero,7.73
945,Rozen Maiden Ouvertre,7.73
946,Seitokai Yakuindomo,7.73
947,Soukou Kihei Votoms,7.73
948,Ansatsu Kyoushitsu 2nd Season Kagaijugyou-hen,7.73
949,Detective Conan Movie 16 The Eleventh Striker,7.73
950,Haikyuu Lev Genzan,7.73
951,Haikyuu vs Akaten,7.73
952,Hayate no Gotoku,7.73
953,Hourou Musuko,7.73
954,Hug tto Precure,7.73
955,Kami nomi zo Shiru Sekai,7.72
956,Kuroko no Basket 2nd Season NG-shuu,7.73
957,Kuroko no Basket Movie 3 Winter Cup - Tobira no Mukou,7.73
958,Kuroko no Basket Last Game NG-shuu,7.73
959,Kyoukai no Kanata Movie 1 Ill Be Here - Kako-hen,7.73
960,Manga de Wakaru Fate Grand Order,7.72
961,Memories,7.73
962,Akudama Drive,7.71
963,Ani ni Tsukeru Kusuri wa Nai 2,7.72
964,Asagao to Kase-san,7.72
965,Binbougami ga,7.72
966,Bishoujo Senshi Sailor Moon Crystal Season III,7.72
967,Byousoku 5 Centimeter,7.71
968,Crayon Shin-chan Movie 09 Arashi wo Yobu Mouretsu Otona Teikoku no Gyakushuu,7.72
969,Daicon Opening Animations,7.72
970,Dragon Ball Kai,7.72
971,Dragon Ball Z Special 2 Zetsubou e no Hankou Nokosareta Chousenshi - Gohan to Trunks,7.72
972,Fairy Tail 2014,7.72
973,Kill la Kill Specials,7.72
974,Koutetsujou no Kabaneri Movie 3 Unato Kessen,7.72
975,Macross Plus,7.72
976,Macross Plus Movie Edition,7.72
977,Mobile Suit Gundam Wing,7.72
978,Nurarihyon no Mago OVA,7.72
979,One Punch Man Specials,7.72
980,Panty Stocking with Garterbelt,7.72
981,Seikai no Senki,7.72
982,Shuumatsu Nani Shitemasu ka Isogashii Desu ka Sukutte Moratte Ii Desu ka,7.72
983,Toaru Kagaku no Railgun,7.72
984,Ojamajo Doremi Na-i-sho,7.71
985,Pandora Hearts,7.71
986,Princess Principal,7.71
987,Sexy Commando Gaiden Sugoi yo Masaru-san,7.71
988,Shigatsu wa Kimi no Uso Moments,7.71
989,Shin Mazinger Shougeki Z-hen,7.7
990,Space Cobra,7.71
991,Tong Ling Fei,7.72
992,Uchuu Kaizoku Captain Herlock,7.71
993,Akagami no Shirayuki-hime Nandemonai Takaramono Kono Page,7.71
994,Bokura wa Minna Kawai-sou,7.71
995,Break Blade 6 Doukoku no Toride,7.71
996,Death Note Rewrite,7.71
997,Detective Conan Movie 19 The Hellfire Sunflowers,7.71
998,Durararax2 Shou Watashi no Kokoro wa Nabe Moyou,7.71
999,Girls Panzer Kore ga Hontou no Anzio-sen Desu,7.71
